genres,id,keywords,original_language,production_companies,title,cast,index
  Thriller  Crime  Drama,8848,  infidelity  subway  car dealer  vault  mannequin  bahamas  strip club  wife  offer  photography  london underground  based on true story  extortion  double cross  walkie talkie  railway station  jackhammer  political corruption  bank heist  cabinet officer  corrupt policeman,en, Atlas Entertainment  Mosaic Media Group  Omnilab Media  Relativity Media  Skyline (Baker St),The Bank Job,  Jason Statham  Saffron Burrows  Stephen Campbell Moore  Daniel Mays  James Faulkner,2150
  Science Fiction  Drama  Romance,38,  deja vu  regret  jealousy  amnesia  dream  operation  relationship problems  love  memory  brainwashing  relationship  heartbreak  nonlinear timeline  love story  bittersweet,en, Anonymous Content  This Is That Productions  Focus Features,Eternal Sunshine of the Spotless Mind,  Jim Carrey  Kate Winslet  Kirsten Dunst  Mark Ruffalo  Elijah Wood,2151
  Comedy  Romance,38303,  brother sister relationship  marriage  bully  duringcreditsstinger,en, Oops Doughnuts Productions  Touchstone Pictures  Frontier Pictures,You Again,  Kristen Bell  Sigourney Weaver  Betty White  Kristin Chenoweth  Odette Annable,2152
  Action  Crime  Drama  Thriller,1266,  police  los angeles,en, Fox Searchlight Pictures  Regency Enterprises  Dune Entertainment III  Emmett/Furla Films,Street Kings,  Keanu Reeves  Forest Whitaker  Chris Evans  Hugh Laurie  Martha Higareda,2153
  Comedy  Action  Science Fiction,107985,  end of the world  apocalypse  trilogy  homage,en, Universal Pictures  Big Talk Productions  Focus Features  Working Title Films,The World's End,  Simon Pegg  Nick Frost  Martin Freeman  Eddie Marsan  Paddy Considine,2154
  Action  Adventure  Crime  Family  Mystery  Thriller,14043,  california  detective  based on novel  dream  kidnapping  chase  party  murder  rescue  escape  hollywood  teenager  explosion  surveillance  flashback,en, Virtual Studios  Jerry Weintraub Productions  Warner Bros.,Nancy Drew,  Emma Roberts  Josh Flitter  Max Thieriot  Rachael Leigh Cook  Tate Donovan,2155
  Fantasy  Horror  Action  Thriller  Science Fiction,19901,  female nudity  sunrise  waitress  experiment  rain  sunlight  vampire  dystopia  beautiful woman  slow motion scene  undead  decapitation  scientist  epidemic  night creatures,en, Lionsgate  Furst Films  Pictures in Paradise  Pacific Film and Television Commission  Australian Film Finance Corporation (AFFC),Daybreakers,  Ethan Hawke  Sam Neill  Willem Dafoe  Claudia Karvan  Isabel Lucas,2156
  Comedy  Romance,34016,  confidence  romantic comedy  dating  insecurity  airport security  unlikely lovers  twenty something  duringcreditsstinger,en, DreamWorks SKG  Mosaic,She's Out of My League,  Alice Eve  Jay Baruchel  Mike Vogel  Krysten Ritter  Debra Jo Rupp,2157
  Adventure  Comedy  Romance,59860,  monte carlo  mistaken identity  look-alike  young woman  texan  american abroad,en, Dune Entertainment  Regency Enterprises  Fox 2000 Pictures  DiNovi Pictures  Dune Entertainment III  Blossom Films,Monte Carlo,  Selena Gomez  Katie Cassidy  Cory Monteith  Leighton Meester  Andie MacDowell,2158
  Horror  Thriller,10069,  video game  hacker  virtual reality  virtual fight  baroness,en, Spyglass Entertainment  Hollywood Pictures  Endgame Entertainment  Wonderland Sound and Vision,Stay Alive,  Jon Foster  Samaire Armstrong  Frankie Muniz  Jimmi Simpson  Wendell Pierce,2159
  Romance  Action  Adventure  Western  Drama,9588,  australian  chase,en, Pathe  Metro-Goldwyn-Mayer (MGM),Quigley Down Under,  Tom Selleck  Laura San Giacomo  Alan Rickman  Chris Haywood  Ron Haddrick,2160
  Family  Animation,12819,  wolf  arranged marriage  forbidden love  road trip  park  park ranger  howling  social status,en, Lions Gate Family Entertainment  Relativity Media  Crest Animation Productions,Alpha and Omega,  Hayden Panettiere  Justin Long  Dennis Hopper  Christina Ricci  Danny Glover,2161
  Action  Adventure  Fantasy  Horror  Science Fiction  Thriller,9954,  magic  male friendship  college  supernatural powers  teenager,en, Screen Gems  id: 127}],The Covenant,  Steven Strait  Laura Ramsey  Jessica Lucas  Taylor Kitsch  Chace Crawford,2162
  Comedy  Drama,10115,  gymnastics  trainer  puberty  training  sport  teenager  woman director,en, Spyglass Entertainment  Touchstone Pictures  Kaltenbach Pictures,Stick It,  Jeff Bridges  Missy Peregrym  Vanessa Lengies  Maddy Curley  Nikki SooHoo,2163
  Comedy  Family,25132,,en, Warner Bros. Pictures,Shorts,  Jimmy Bennett  Kat Dennings  Jolie Vanier  William H. Macy  James Spader,2164
  Fantasy  Drama  Comedy  Thriller,577,  adultery  winter  obsession  television  new hampshire  narcissistic personality disorder,en, The Rank Organisation  Columbia Pictures Corporation,To Die For,  Nicole Kidman  Matt Dillon  Joaquin Phoenix  Casey Affleck  Illeana Douglas,2165
  Mystery  Adventure  Crime,328387,  based on novel  technology  internet  hacking  teenager  new york city  game  adaptation  dare  cellphone video  based on young adult novel  smartphone  taking a risk,en, Lionsgate  Allison Shearmur Productions  Keep Your Head,Nerve,  Emma Roberts  Dave Franco  Emily Meade  Miles Heizer  Juliette Lewis,2166
  Drama  Western  Crime,12690,  small town  rancher,en, New Line Cinema  Groundswell Productions  Axon Films,Appaloosa,  Viggo Mortensen  Ed Harris  Ren\u00e9e Zellweger  Jeremy Irons  Timothy Spall,2167
  Action  Drama  Fantasy  Horror  Thriller,9945,  based on novel  new mexico  party  vampire hunter  revenge  priest  church  skull  team  crucifix  cross  relic  vampire slayer  turning into a vampire  drinking blood,en, Columbia Pictures  Largo Entertainment  JVC Entertainment Networks  Film Office  Spooky Tooth Productions  Storm King Productions,Vampires,  James Woods  Daniel Baldwin  Sheryl Lee  Thomas Ian Griffith  Maximilian Schell,2168
  Drama  Horror  Thriller,539,  hotel  clerk  arizona  shower  rain  motel  money  secretary  corpse  murderer  theft  private detective  proto-slasher,en, Paramount Pictures  Universal Pictures  Shamley Productions,Psycho,  Anthony Perkins  Vera Miles  John Gavin  Janet Leigh  Martin Balsam,2169
  Romance  Comedy,13596,  date  sex  bar  test  friendship  insult  stripper  blonde  liar  wedding  lap dance  duringcreditsstinger,en, Lionsgate  New Wave Entertainment  Management 360  Terra Firma Films  Superfinger Entertainment,My Best Friend's Girl,  Dane Cook  Kate Hudson  Alec Baldwin  Jason Biggs  Diora Baird,2170
  Drama  Romance,226857,  teenage romance,en, Universal Pictures  Fake Empire  Bluegrass Films,Endless Love,  Alex Pettyfer  Gabriella Wilde  Robert Patrick  Rhys Wakefield  Emma Rigby,2171
  Comedy  Drama  Romance,13159,  grandmother granddaughter relationship  promiscuity  mother daughter relationship  summer  teenager  rural  veterinary clinic  rebellious teenager,en, Universal Pictures  Morgan Creek Productions,Georgia Rule,  Jane Fonda  Lindsay Lohan  Felicity Huffman  Dermot Mulroney  Cary Elwes,2172
  Comedy,47941,,en, ],Under the Rainbow,  Chevy Chase  Carrie Fisher  Eve Arden  Joseph Maher  Robert Donner,2173
  Adventure  Drama  Fantasy  Romance,526,  moon  monk  swordplay  bishop  cathedral  falcon  twilight  solar eclipse  thief,en, Twentieth Century Fox Film Corporation  Warner Bros.,Ladyhawke,  Matthew Broderick  Rutger Hauer  Michelle Pfeiffer  Alfred Molina  John Wood,2174
  Comedy  Drama  Family,22796,  illegitimate son,en, Caravan Pictures  Hollywood Pictures,Simon Birch,  Jim Carrey  Ashley Judd  Ian Michael Smith  Joseph Mazzello  Oliver Platt,2175
  Drama,2355,  confidence  trauma  leaving one's family  childhood memory  airplane  war on terror  music  loss of daughter  alone  cowardliness  family,en, Columbia Pictures  Happy Madison Productions  Sunlight Productions  Relativity Media  Madison 23,Reign Over Me,  Adam Sandler  Don Cheadle  Jada Pinkett Smith  Liv Tyler  Saffron Burrows,2176
  Adventure  Drama,5915,  male nudity  parents kids relationship  camping  cutting the cord  self-discovery  wilderness  biography  based on true story  pubic hair  alaska  journey,en, Paramount Vantage  River Road Entertainment  Art Linson Productions  Into the Wild,Into the Wild,  Emile Hirsch  Marcia Gay Harden  William Hurt  Jena Malone  Brian H. Dierker,2177
  Comedy  Drama  Romance,9842,  date  competition  lovesickness  mentor  traffic policeman,en, Dimension Films,School for Scoundrels,  Billy Bob Thornton  Jon Heder  Jacinda Barrett  Sarah Silverman  Michael Clarke Duncan,2178
  Thriller  Horror  Mystery,61012,  female protagonist  another dimension  based on video game  mall  occult ritual  dark carnival  occult torture  aftercreditsstinger  3d,en, Davis-Films  Konami Corporation Ltd.,Silent Hill: Revelation 3D,  Adelaide Clemens  Kit Harington  Sean Bean  Carrie-Anne Moss  Radha Mitchell,2179
  Horror  Action  Thriller  Crime,755,  dancing  brother brother relationship  sexual obsession  showdown  sheriff  eroticism  nudity  bank robber  vampire  holy water  siege  stripper  priest  explosion  extreme violence  bank robbery  preacher  hostage situation  crucifix  recreational vehicle  blood spurting  convenience store  female vampire  mexican american border  nightclub entertainer  boa constrictor,en, A Band Apart  Dimension Films  Los Hooligans Productions  Miramax,From Dusk Till Dawn,  George Clooney  Quentin Tarantino  Harvey Keitel  Juliette Lewis  Ernest Liu,2180
  Animation  Family,13682,,en, Walt Disney Pictures,Pooh's Heffalump Movie,  Jim Cummings  John Fiedler  Nikita Hopkins  Kath Soucie  Ken Sansom,2181
  Comedy  Drama  Romance,9089,  baltimore  thanksgiving  family clan  family conflict  generations conflict  woman director,en, Paramount Pictures  Egg Pictures  PolyGram Filmed Entertainment,Home for the Holidays,  Holly Hunter  Robert Downey Jr.  Anne Bancroft  Charles Durning  Claire Danes,2182
  Action  Comedy  Crime  Fantasy,9470,  kung fu  magic  mafia  defense  gangster  policeman  anarchic comedy,cn, Columbia Pictures,Kung Fu Hustle,  Stephen Chow  Yuen Wah  Yuen Qiu  Lam Tze-Chung  Huang Sheng-Yi,2183
  Adventure  Comedy  Family,18357,  human animal relationship  musical  clowning  bear  social satire  aftercreditsstinger  duringcreditsstinger,en, Walt Disney Pictures,The Country Bears,  Haley Joel Osment  Diedrich Bader  Candy Ford  James Gammon  Brad Garrett,2184
  Drama,7979,  1970s  afghanistan  hang gliding  war in afghanistan  taliban  cowardice  best friend  cowardliness  child,en, DreamWorks SKG  MacDonald/Parkes Productions  Sidney Kimmel Entertainment  Neal Street Productions  China Film Co-Production Corporation  Wonderland Films  Participant Media  Ebeling Group  Beijing Happy Pictures Cultural Communications Co.  Kite Runner Holdings,The Kite Runner,  Khalid Abdalla  Atossa Leoni  Shaun Toub  Zekeria Ebrahimi  Ahmad Khan Mahmoodzada,2185
  Drama  Crime  Thriller,470,  life and death  transplantation  suicide attempt  desperation  loss of family  ex-detainee  sadness  rage and hate  car crash,en, This Is That Productions  Y Productions  Mediana Productions Filmgesellschaft,21 Grams,  Sean Penn  Naomi Watts  Benicio del Toro  Danny Huston  Carly Nahon,2186
  Action  Drama  Thriller,15644,  independent film,en, Icon Productions  Twentieth Century Fox Film Corporation  Icon Entertainment International,Paparazzi,  Cole Hauser  Robin Tunney  Dennis Farina  Daniel Baldwin  Tom Sizemore,2187
  Comedy  Romance,9582,  infidelity  bachelor  blackmail  fantasy  truth  party  liar  friends  misunderstanding  wedding  fianc\u00e9e,en, Metro-Goldwyn-Mayer (MGM)  David Ladd Films,A Guy Thing,  Jason Lee  Julia Stiles  Selma Blair  James Brolin  Shawn Hatosy,2188
  Drama  Comedy  Romance  Family,10642,  college  lost and found  older brother younger sister  woman director  young adult  college student,en, Columbia Pictures,Loser,  Jason Biggs  Mena Suvari  Zak Orth  Thomas Sadoski  Jimmi Simpson,2189
  Documentary,22074,  usa  capitalism  capitalist  wall street  criticism and blame  banking  money  economics  corporation,en, The Weinstein Company  Paramount Vantage,Capitalism: A Love Story,  Michael Moore  Thora Birch  William Black  Elijah Cummings  Baron Hill,2190
  Drama  History,2428,  jesus christ  biography  epic,en, George Stevens Productions,The Greatest Story Ever Told,  Max von Sydow  Michael Anderson Jr.  Carroll Baker  Ina Balin  Victor Buono,2191
  Crime  Drama  Mystery,290751,  fbi  missing child,en, Ingenious Media  Gran Via Productions  IM Global  STX Entertainment  Route One Entertainment  Union Investment Partners  SITE Productions  Willie's Movies,Secret in Their Eyes,  Chiwetel Ejiofor  Nicole Kidman  Julia Roberts  Dean Norris  Lyndon Smith,2192
  Action  Comedy,13805,  natural disaster  violence  mortal danger  duringcreditsstinger,en, Grosvenor Park Media Ltd.  LionsGate  3 in the Box,Disaster Movie,  Matt Lanter  Vanessa Lachey  Nicole Ari Parker  Crista Flanagan  Gary 'G. Thang' Johnson,2193
  Action  Crime  Drama  Thriller,4597,  robbery  homeless person  bank  armored car  truck  heist,en, Screen Gems  Stars Road Entertainment  Farah Films & Management  Buckaroo Entertainment,Armored,  Columbus Short  Laurence Fishburne  Skeet Ulrich  Amaury Nolasco  Matt Dillon,2194
  Comedy  Thriller  Crime  Action,9414,  london england  bomb  brother brother relationship  helicopter  based on novel  bank  tv show  theatre milieu  mistaken identity  escape  agent,en, Regency Enterprises  Taurus Films  Polar Productions  Warner Bros.,The Man Who Knew Too Little,  Bill Murray  Peter Gallagher  Joanne Whalley  Alfred Molina  Richard Wilson,2195
  Comedy  Romance,63492,  based on novel  loser  magazine  womanizer  mission  search  boyfriend  husband  fired  past relationship,en, Regency Enterprises  Contrafilm  New Regency Pictures,What's Your Number?,  Chris Evans  Anna Faris  Martin Freeman  Chris Pratt  Ari Graynor,2196
  Action  Thriller  Science Fiction,81796,  usa president  anti hero  dementia  future  space  convict  interrogation  space station  collision in space  year 2079,en, Canal+  EuropaCorp  Cin\u00e9+,Lockout,  Guy Pearce  Maggie Grace  Joseph Gilgun  Lennie James  Peter Stormare,2197
  Comedy,10710,  jealousy  inventor  neighbor  best friend  milliionaire  dog  envy  golden egg,en, Columbia Pictures  Castle Rock Entertainment  NPV Entertainment  DreamWorks Pictures  Baltimore Spring Creek Productions  Nu Image / Millennium Films,Envy,  Ben Stiller  Jack Black  Rachel Weisz  Christopher Walken  Amy Poehler,2198
  Action  Thriller  Crime,15092,  female nudity  prostitute  horse race  heart  strip club  electric shock  godzilla  sequel  tourette syndrome  gang  shootout  public sex  cigarette smoking  mansion  electrocution  foot chase  surgery  taser  duringcreditsstinger  flashback  absurdism  ultraviolence,en, Lakeshore Entertainment  Lionsgate  Radical Media,Crank: High Voltage,  Jason Statham  Amy Smart  Dwight Yoakam  Efren Ramirez  Julanne Chidi Hill,2199
  Action  Comedy  Thriller,11382,  lover (female)  talent  mafia boss  author,en, Miramax Films,Bullets Over Broadway,  John Cusack  Dianne Wiest  Jennifer Tilly  Chazz Palminteri  Mary-Louise Parker,2200
  Drama,15005,  based on novel  persia  queen  esther,en, Gener8Xion Entertainment,One Night with the King,  Tiffany Dupont  id: 11390  id: 10843  id: 1381  id: 5004,2201
  Drama  Action  Thriller  Romance,8198,  terror  journalist  lover (female)  saigon  indochina,en, Miramax Films  Intermedia Films  Mirage Enterprises,The Quiet American,  Michael Caine  Brendan Fraser  \u0110\u1ed7 Th\u1ecb H\u1ea3i Y\u1ebfn  Tzi Ma  Rade Serbedzija,2202
  Comedy  Drama,6963,  new york  chicago  midlife crisis  television  daughter  father  weatherman  terminal illness  wettermann,en, Paramount Pictures  Escape Artists  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,The Weather Man,  Nicolas Cage  Michael Caine  Hope Davis  Gemmenne de la Pe\u00f1a  Nicholas Hoult,2203
  Action  Adventure  Drama  Thriller,15070,  sport,en, Miramax Films  Amen Ra Films,Undisputed,  Wesley Snipes  Ving Rhames  Peter Falk  Michael Rooker  Jon Seda,2204
